recording id,timestamp [ns],name,type
de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772705000000,recording.begin,recording
de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306842940000000,recording.end,recording
