section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787560062541,233.658539,-75.243904,-37.92683,-0.222961,-1.999939,-0.655579,9.846221619330379,-68.33696805626519
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787565000541,240.792694,-79.146347,-26.707317,-0.172363,-1.999939,-0.629639,10.17522515071866,-66.86716996935914
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787569938541,242.682938,-81.097565,-11.097561,-0.248291,-1.999939,-0.72345,10.549014898749931,-65.38322455826457
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787574876541,245.609756,-83.902443,-3.04878,-0.390015,-1.999939,-0.836853,10.971812142787371,-63.880191811135006
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787579814541,250.670731,-86.524391,-8.292683,-0.537048,-1.999939,-0.872864,11.415547695479631,-62.35125304174784
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787584752541,253.841476,-85.18293,-20.0,-0.538818,-1.999939,-0.954773,11.822184751414483,-60.794359956180244
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787589690541,249.146347,-76.951218,-26.402439,-0.482544,-1.999939,-1.141052,12.16347407560616,-59.2427325625803
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787594628541,233.475616,-61.890244,-20.487804,-0.441345,-1.999939,-1.40564,12.444718714530552,-57.75541434158782
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787599566541,210.182938,-43.658539,-10.853659,-0.483337,-1.999939,-1.626038,12.691390067004335,-56.3842337640597
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787604504541,186.951218,-23.475611,-5.243903,-0.540527,-1.999939,-1.785095,12.901078485124629,-55.13811298467613
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787609442541,159.817078,-0.060976,4.634146,-0.553467,-1.999939,-1.871338,13.062321784293147,-54.03990019334867
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787614380541,127.5,23.231709,20.0,-0.690125,-1.999939,-1.999939,13.26218027305572,-53.15758477597467
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787619318541,97.926834,40.609756,33.902439,-0.937256,-1.999939,-1.999939,13.509251047240042,-52.50412651176816
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787624256541,74.756096,50.975613,38.658539,-1.146301,-1.999939,-1.997437,13.761240237218033,-52.01759636657778
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787629194541,50.365856,56.524391,40.670734,-1.306519,-1.999939,-1.999939,14.01204740369144,-51.68354910194668
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787634132541,22.804878,55.243904,44.085365,-1.502075,-1.999939,-1.999939,14.2854045866776,-51.51163142180056
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787639070541,0.97561,46.219513,39.695122,-1.727417,-1.999939,-1.999939,14.58132276985802,-51.46138203256754
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787644008541,-10.182927,32.07317,20.731709,-1.818909,-1.999939,-1.999451,14.872809304798466,-51.45712196408772
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787648946541,-15.914635,18.475611,2.5,-1.713074,-1.999939,-1.999023,15.161309445546806,-51.4588502403044
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787653884541,-21.402439,7.560976,-1.280488,-1.567749,-1.999939,-1.999939,15.480253064275018,-51.469216253489094
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787658822541,-20.0,-0.731707,0.121951,-1.463684,-1.999939,-1.999939,15.83390543737056,-51.458562806339614
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787663760541,-15.0,-4.207317,3.841464,-1.317932,-1.999939,-1.999939,16.207702125589236,-51.40515835213316
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787668698541,-9.085366,-2.621951,11.890244,-1.208374,-1.999939,-1.95105,16.585189292956613,-51.30153356364431
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787673636541,-3.414634,3.902439,16.707317,-1.086792,-1.999939,-1.759338,16.903535470625513,-51.12401356580426
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787678574541,-1.95122,13.902439,18.414635,-1.025513,-1.999939,-1.509583,17.137399053943767,-50.91329118343995
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787683512541,-4.878049,25.975611,19.207317,-0.962708,-1.999939,-1.206726,17.277848747853056,-50.707023598384495
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787688450541,-10.97561,36.585365,19.024391,-0.896362,-1.999939,-0.785461,17.330393122124093,-50.53638735770281
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787693388541,-22.256098,46.524391,18.597561,-0.774231,-1.999939,-0.313293,17.300417929898117,-50.43748995043518
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787698326541,-40.609756,56.097561,21.097561,-0.685303,-1.999939,0.085144,17.218323664703064,-50.45307511260779
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787703264541,-58.902439,62.2561,23.353659,-0.605652,-1.999939,0.346619,17.10534331206412,-50.57542736942045
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787708202541,-72.134148,65.060974,20.853659,-0.476685,-1.999939,0.532959,16.957063017082874,-50.769959771265064
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787713140541,-82.012199,65.609756,18.231709,-0.345154,-1.999939,0.69812,16.78374128473851,-51.01846151214059
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787718078541,-90.243904,66.524391,20.121952,-0.180298,-1.999939,0.757935,16.595908127721117,-51.31136442348051
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787723016541,-98.170731,68.292686,29.268293,-0.0802,-1.999939,0.726807,16.418136736845554,-51.648549449853874
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787727954541,-105.121956,69.878052,41.585365,-0.04541,-1.999939,0.688782,16.26627924857965,-52.02661854382953
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787732892541,-111.158539,69.390244,54.024391,-0.025024,-1.999939,0.727173,16.150552639859626,-52.44388538317065
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787737830541,-121.768295,67.987808,65.853661,0.014282,-1.999939,0.709961,16.068905652412866,-52.91973704188621
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787742768541,-131.707321,65.0,73.841469,0.014526,-1.999939,0.641602,16.01787949984049,-53.44507062047518
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787747706541,-136.158539,58.963417,74.268295,-0.00354,-1.999939,0.522827,15.987612050671174,-53.983843651861434
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787752644541,-137.134155,51.402439,69.451218,-0.001831,-1.999939,0.403625,15.967071073024584,-54.514859484805214
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787757582541,-134.024399,43.902439,61.524391,-0.020081,-1.999939,0.210388,15.948242765945537,-55.01113677376961
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787762520541,-128.048782,37.012196,51.707317,-0.037048,-1.983276,-0.054565,15.921704789244131,-55.452395630527604
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787767458541,-124.756104,32.987804,42.439026,-0.014954,-1.745483,-0.309204,15.8692175876906,-55.85141288854615
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787772396541,-123.536591,32.560978,35.42683,0.031189,-1.351379,-0.515076,15.761990287402256,-56.21800207537896
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787777334541,-120.0,33.963417,30.060976,0.091492,-1.170593,-0.742249,15.558730269613875,-56.55370082575527
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787782272541,-114.451225,36.463417,24.634148,0.151123,-1.036133,-0.929138,15.220452930504905,-56.8903797741618
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787787210541,-108.048782,40.304878,22.92683,0.225464,-0.790466,-1.015381,14.721212189261422,-57.347743153632706
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787792148541,-100.914635,46.036587,26.036587,0.269165,-0.566406,-1.071777,14.183640003740493,-57.974772618698665
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787797086541,-93.109756,52.560978,28.109756,0.263306,-0.385254,-1.075012,13.669994441050989,-58.6888351210992
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787802024541,-85.670731,58.719513,27.134148,0.211121,-0.203064,-1.058777,13.209593103778587,-59.46637254895967
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787806962541,-79.817078,64.573174,22.073172,0.234802,-0.073486,-1.050537,12.740643763707624,-60.23639847721236
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787811900541,-73.597565,68.719513,15.609756,0.216858,0.109131,-1.01062,12.294521121320457,-61.00009123265457
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787816838541,-68.902443,72.804878,8.719512,0.172302,0.247192,-0.871826,11.861191325838519,-61.74225481453439
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787821776541,-66.036591,75.0,4.146341,0.102112,0.426331,-0.725769,11.473048816470822,-62.44660859728194
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787826714541,-64.756096,75.792686,2.926829,0.097046,0.505188,-0.589111,11.09199308095242,-63.10767941377412
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787831652541,-65.365852,76.219513,3.597561,0.058899,0.586426,-0.424438,10.73637978328145,-63.72227675839915
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787836590541,-66.890244,75.792686,6.646342,-0.015503,0.491089,-0.232666,10.420342334672483,-64.30613097487978
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787841528541,-67.987808,72.560974,10.670732,-0.118042,0.289124,-0.027405,10.191531253871545,-64.81596369423849
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787846466541,-67.743904,65.487808,13.231708,-0.157471,0.136475,0.148315,10.011119062293943,-65.19336111197853
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787851404541,-69.207321,57.804878,13.292684,-0.091858,0.030884,0.203552,9.830736783087247,-65.51597763081989
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787856342541,-72.987808,52.865856,9.573171,-0.011963,0.022644,0.143494,9.625883740217915,-65.85525809613233
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787861280541,-79.695122,49.817074,3.780488,-0.011292,0.085266,-0.015808,9.435075771458742,-66.4445109785971
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787866218541,-87.68293,47.560978,-1.646341,0.020142,0.210327,-0.182739,9.18859258920267,-67.1825903211579
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787871156541,-94.329269,48.658539,-7.5,0.108398,0.355713,-0.257629,8.88090714896532,-67.92182577546839
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787876094541,-97.621956,54.695122,-14.02439,0.196716,0.478149,-0.272339,8.516227875273984,-68.64567338548684
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787881032541,-97.68293,64.024391,-19.512196,0.231262,0.554321,-0.222168,8.102824491538314,-69.34351253671696
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787885970541,-96.646347,73.841469,-22.37805,0.206787,0.651733,-0.11554,7.663328229634317,-70.00701771601265
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787890908541,-96.951225,81.768295,-21.768293,0.199646,0.738831,0.076599,7.203850426616583,-70.6297003851875
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787895846541,-98.841469,88.170731,-19.085367,0.214478,0.722839,0.270752,6.722052432862284,-71.22507257831194
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306787900784541,-101.219513,93.963417,-18.597561,0.233704,0.723267,0.465942,6.216498724944302,-71.80442776743052
