section id,recording id,timestamp [ns]
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772705000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772755000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772805000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772855000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772905000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306772955000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773005000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773055000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773105000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773155000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773205000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773255000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773305000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773355000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773405000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773455000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773505000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773555000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773605000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773655000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773705000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773755000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773805000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773855000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773905000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306773955000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774005000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774055000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774105000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774155000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774205000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774255000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774305000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774355000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774405000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774455000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774505000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774555000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774605000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774655000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774705000000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774754999999
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774779966666
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774806566666
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774835311111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774873266666
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774905155555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774936811111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306774979922222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775007233333
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775044411111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775065144444
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775101311111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775134622222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775167122222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775209400000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775239977777
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775272300000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775338233333
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775434688888
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775465233333
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775500922222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775532900000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775564555555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775602922222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775639988888
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775671855555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775714388888
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775743277777
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775774877777
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775811311111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775844077777
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775873955555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775913633333
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775942022222
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306775976400000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776012755555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776040555555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776074355555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776109911111
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776143055555
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776174033333
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776212200000
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776242744444
e38715cc-2c2b-4979-a033-addd67dd09f3,de913cc7-7eb0-4e8e-a696-322d373fe4f3,1629306776270611111
